luogo_di_residenza,n_clienti,lat,lon,n_polizze_casa,penetrazione_casa,n_polizze_salute,penetrazione_salute,NDVI_mean,protection_gap_casa,protection_gap_salute,valore_immobiliare_medio,pg_casa_norm,pg_salute_norm,aff_norm,ndvi_norm,potential_score_casa,potential_score_salute
santo marino,1,43.284127788385725,10.817933844783294,0.0,0.0,1.0,1.0,0.7416249018644981,1.0,0.0,293898.72967912955,1.0,0.0,0.2878547780646682,0.8170884098548494,0.6610066715326599,0.0
santo spirito,2,41.37002979525779,12.56914103344197,0.0,0.0,1.0,0.5,0.0,1.0,0.5,147119.29613564684,1.0,0.5,0.06989130457599528,0.0,0.0,0.0
santo stefano,1,40.371921105779165,12.48449041164724,1.0,1.0,1.0,1.0,0.0,0.0,0.0,129463.5515241525,0.0,0.0,0.043673003212881055,0.0,0.0,0.0
santo stefano belbo,1,42.89948341431952,12.792467696334096,1.0,1.0,1.0,1.0,0.8309526038356675,0.0,0.0,278615.7254594054,0.0,0.0,0.26515993175919933,0.9155055878327086,0.0,0.0
santo stefano d'aveto,1,41.12621545091278,13.36355590684594,0.0,0.0,0.0,0.0,0.0010039590418902,1.0,1.0,263674.240490334,1.0,1.0,0.24297223226809306,0.0011061161714434214,0.1676591042260831,0.1676591042260831
santo stefano del sole,2,42.17792901780716,11.891016843591387,1.0,0.5,1.0,0.5,0.7152350738129263,0.5,0.5,182141.7940959929,0.5,0.5,0.12189876312382762,0.7880133038480376,0.35858449071727394,0.35858449071727394
santo stefano di briga,1,42.092632599270566,13.594555713204413,1.0,1.0,0.0,0.0,0.6958223129417418,0.0,1.0,260020.2240534968,0.0,1.0,0.23754611707245293,0.7666252114697335,0.0,0.6160855180991835
santo stefano di magra,1,41.27501001172828,12.503565505748035,1.0,1.0,1.0,1.0,0.0,0.0,0.0,392060.9277652515,0.0,0.0,0.4336229769438109,0.0,0.0,0.0
santo stefano di rogliano,3,42.2844231328552,11.884563270870963,2.0,0.6666666666666666,2.0,0.6666666666666666,0.4040482211641019,0.33333333333333337,0.33333333333333337,245872.93234597027,0.33333333333333337,0.33333333333333337,0.21653777301097732,0.44516185703264965,0.3103152090027835,0.3103152090027835
santo stefano di sessanio,1,43.117345061277945,11.419767857956966,1.0,1.0,1.0,1.0,0.2725201915389295,0.0,0.0,211803.99209215457,0.0,0.0,0.16594632176655016,0.3002502874405468,0.0,0.0
santo stefano roero,1,43.54969814148144,13.575734042679962,1.0,1.0,1.0,1.0,0.6870278160917342,0.0,0.0,461472.180065582,0.0,0.0,0.5366968019705082,0.7569358369239485,0.0,0.0
santo stino di livenza,1,42.58989885661841,13.592122195799949,0.0,0.0,1.0,1.0,0.6903534795769507,1.0,0.0,555976.3760449922,1.0,0.0,0.6770329670424652,0.7605999009029442,0.8421979846651506,0.0
sanza,1,41.04493680407314,11.299171483153264,0.0,0.0,0.0,0.0,0.0,1.0,1.0,131977.06208085213,1.0,1.0,0.0474054981432856,0.0,0.0,0.0
sanzeno,1,42.48823803712843,10.321292422758134,1.0,1.0,1.0,1.0,0.0,0.0,0.0,404891.29817524704,0.0,0.0,0.452675728635215,0.0,0.0,0.0
saonara,1,40.41357974652016,11.72603247939057,0.0,0.0,1.0,1.0,0.0,1.0,0.0,285998.30070228875,1.0,0.0,0.2761228555447966,0.0,0.0,0.0
sarcedo,1,43.51699617231114,10.649916613507614,1.0,1.0,2.0,2.0,0.4104930209389302,0.0,0.0,435010.4342849975,0.0,0.0,0.49740182796993215,0.4522624427689273,0.0,0.0
sarconi,2,43.59368922889031,13.34504236190445,1.0,0.5,2.0,1.0,0.5131173227620126,0.5,0.0,466472.8018432646,0.5,0.0,0.544122589534567,0.565329206544353,0.525598737818613,0.0
sarentino,1,42.70437213665831,11.620004394350191,1.0,1.0,0.0,0.0,0.5055636607176767,0.0,1.0,239965.00122761176,0.0,1.0,0.2077646557110815,0.5570069270566086,0.0,0.5551925372726435
sarezzano,1,40.70804193710698,10.354810135028222,1.0,1.0,0.0,0.0,0.0,0.0,1.0,474810.1724064293,0.0,1.0,0.5565033584463863,0.0,0.0,0.0
sarezzo,1,41.32646739643133,12.002317269723324,0.0,0.0,1.0,1.0,0.0,1.0,0.0,515009.1570941744,1.0,0.0,0.6161977592335595,0.0,0.0,0.0
sarginesco,2,41.125750466708396,12.497693577896843,0.0,0.0,0.0,0.0,0.0,1.0,1.0,251550.468848414,1.0,1.0,0.22496876056186443,0.0,0.0,0.0
sarmazzano,1,43.18370554857401,10.700492560521411,1.0,1.0,0.0,0.0,0.8410963275753482,0.0,1.0,457811.9920097952,0.0,1.0,0.5312615220882984,0.9266814788790114,0.0,0.8146641500983263
sarnico,1,40.67208020877072,11.419189158625557,0.0,0.0,1.0,1.0,0.0,1.0,0.0,449664.3140062422,1.0,0.0,0.5191624414770112,0.0,0.0,0.0
sarro,1,40.19716799609522,12.777423555981084,1.0,1.0,0.0,0.0,0.0,0.0,1.0,244395.3014220217,0.0,1.0,0.2143435312092286,0.0,0.0,0.0
sartano,1,40.61100172667047,10.331708610038904,0.0,0.0,1.0,1.0,0.0,1.0,0.0,203771.2168784886,1.0,0.0,0.15401786867842956,0.0,0.0,0.0
sasi,1,40.34768115234969,12.148426167274192,0.0,0.0,1.0,1.0,0.0,1.0,0.0,277399.0905852731,1.0,0.0,0.26335326200491954,0.0,0.0,0.0
sassalbo,1,40.68257435500842,11.245505347621297,1.0,1.0,0.0,0.0,0.0,0.0,1.0,525577.1441503561,0.0,1.0,0.6318909330722928,0.0,0.0,0.0
sassatella,1,40.668537259477226,11.6286949543955,0.0,0.0,1.0,1.0,0.0,1.0,0.0,286099.22230115,1.0,0.0,0.27627272137890413,0.0,0.0,0.0
sassello,1,40.22193576827164,11.138162441088223,0.0,0.0,1.0,1.0,0.0,1.0,0.0,490847.4713849256,1.0,0.0,0.5803183119881838,0.0,0.0,0.0
sassinoro,1,40.28908804902095,13.503542885467803,0.0,0.0,1.0,1.0,0.0,1.0,0.0,528622.4455511171,1.0,0.0,0.6364131229670587,0.0,0.0,0.0
sasso marconi,1,43.28873162326693,13.114608604299637,0.0,0.0,1.0,1.0,0.7900559164959217,1.0,0.0,295050.2386901088,1.0,0.0,0.28956473768044905,0.8704474875144034,0.670613384852356,0.0
sassofortino,2,42.12243624134027,11.769437654486737,0.0,0.0,0.0,0.0,0.1474409750812353,1.0,1.0,440868.1599472541,1.0,1.0,0.5061003915306843,0.16244372535725138,0.5667761804397977,0.5667761804397977
satriano,1,41.47841719045506,12.426990761302122,0.0,0.0,0.0,0.0,0.0,1.0,1.0,234320.66511245945,1.0,1.0,0.19938296983387238,0.0,0.0,0.0
satriano di lucania,2,41.909591353401225,11.85770410830192,0.0,0.0,0.0,0.0,0.0,1.0,1.0,364440.87054580747,1.0,1.0,0.39260794190674986,0.0,0.0,0.0
sava,1,40.29187333170275,13.28450441794072,1.0,1.0,0.0,0.0,0.0,0.0,1.0,293923.6898619096,0.0,1.0,0.28789184325838313,0.0,0.0,0.0
savelli di norcia,1,40.63036128862588,10.945935943691016,0.0,0.0,0.0,0.0,0.0,1.0,1.0,223948.42167702067,1.0,1.0,0.18398046995715375,0.0,0.0,0.0
savigliano,1,43.60162127426027,11.228329652333365,1.0,1.0,1.0,1.0,0.5235427119425756,0.0,0.0,115239.19856184954,0.0,0.0,0.022550225280412936,0.5768154236957029,0.0,0.0
savignano irpino,1,43.85953197665541,12.325539581346044,0.0,0.0,1.0,1.0,0.7974314909999501,1.0,0.0,196531.09580518963,1.0,0.0,0.14326648546678034,0.8785735582923823,0.5440001354711991,0.0
savignano stazione,1,43.56002136727027,11.351980627406142,0.0,0.0,1.0,1.0,0.725471316246293,1.0,0.0,221953.57539229,1.0,0.0,0.18101817738796308,0.7992911277610978,0.5726083210110753,0.0
savigno,1,41.61428156979841,12.809584570161707,0.0,0.0,1.0,1.0,0.4911571991685914,1.0,0.0,543322.649012403,1.0,0.0,0.6582425259703267,0.5411345463838682,0.7801477010945472,0.0
savio,1,42.51212185827815,13.319758372849773,0.0,0.0,0.0,0.0,0.8893521685155256,1.0,1.0,121796.63123903492,1.0,1.0,0.03228783476004099,0.9798475581744747,0.3555849567058141,0.3555849567058141
savogna,1,40.59354151286991,12.544161420527544,1.0,1.0,0.0,0.0,0.0,0.0,1.0,189980.71815963043,0.0,1.0,0.13353935251756047,0.0,0.0,0.0
savoniero,1,42.399364884572456,10.132785260262247,0.0,0.0,0.0,0.0,0.0,1.0,1.0,109435.76803638764,1.0,1.0,0.01393228852359109,0.0,0.0,0.0
scacciano,3,41.43498730191485,12.155074641695755,2.0,0.6666666666666666,2.0,0.6666666666666666,0.0,0.33333333333333337,0.33333333333333337,362669.86031717743,0.33333333333333337,0.33333333333333337,0.3899780398033205,0.0,0.0,0.0
scaffa san sossio,1,43.088127143889416,13.312851031546376,0.0,0.0,0.0,0.0,0.5934911281418085,1.0,1.0,209416.1182807305,1.0,1.0,0.16240039399161812,0.6538813906291312,0.5324464295019125,0.5324464295019125
scai,1,40.96482709851209,10.672564343578989,0.0,0.0,1.0,1.0,0.0,1.0,0.0,525034.9206027817,1.0,0.0,0.6310857458264812,0.0,0.0,0.0
scala di torregrotta,1,40.70570678640961,12.88663419793663,0.0,0.0,1.0,1.0,0.0,1.0,0.0,122663.74963161418,1.0,0.0,0.03357548202921034,0.0,0.0,0.0
scalenghe,1,41.42383109388256,10.594027126574725,0.0,0.0,0.0,0.0,0.0,1.0,1.0,469577.60144482926,1.0,1.0,0.548733132642044,0.0,0.0,0.0
scalera,1,42.66966212213532,10.05106170607159,1.0,1.0,1.0,1.0,0.0,0.0,0.0,270390.3140758555,0.0,0.0,0.25294541918921665,0.0,0.0,0.0
scalo teverina,1,40.70286098334731,12.388466480062014,0.0,0.0,0.0,0.0,0.0,1.0,1.0,489267.1713139115,1.0,1.0,0.5779716092906932,0.0,0.0,0.0
scandicci,1,42.69406714726904,10.46004374731239,1.0,1.0,0.0,0.0,0.0,0.0,1.0,446202.2532360077,0.0,1.0,0.5140213752343374,0.0,0.0,0.0
scandriglia,1,41.1843283565418,12.24646463916582,0.0,0.0,0.0,0.0,0.0,1.0,1.0,124192.69142561822,1.0,1.0,0.0358459190798098,0.0,0.0,0.0
scannabue,1,43.99159141101687,11.723973368272675,0.0,0.0,1.0,1.0,0.8795700709966536,1.0,0.0,194794.28678177763,1.0,0.0,0.14068737122447605,0.9690700903647429,0.5517566451766711,0.0
scano al brembo,2,40.88427012573097,10.131220802390203,1.0,0.5,1.0,0.5,0.0,0.5,0.5,312657.3005013161,0.5,0.5,0.31571074640696184,0.0,0.0,0.0
scanzorosciate,1,42.328485483279344,13.467494331196717,1.0,1.0,1.0,1.0,0.4428172436309145,0.0,0.0,225832.02049228287,0.0,0.0,0.18677756305475093,0.4878757934705913,0.0,0.0
scapoli,2,41.39716313973052,13.319224695372817,0.0,0.0,1.0,0.5,0.6596212054845837,1.0,0.5,571578.3138450612,1.0,0.5,0.7002014210551306,0.7267404863846011,0.8430294908805782,0.5961118697418997
scarlino,1,41.8159596447988,13.049787834699474,0.0,0.0,0.0,0.0,0.6639772308806838,1.0,1.0,151649.00717299795,1.0,1.0,0.07661780247672838,0.7315397560089605,0.4346568157573875,0.4346568157573875
scarpa,1,40.5780608956278,10.535764877600002,0.0,0.0,1.0,1.0,0.0,1.0,0.0,284685.27028929046,1.0,0.0,0.27417304103261164,0.0,0.0,0.0
scarpizzolo,1,42.489261425817055,12.64670024287012,1.0,1.0,0.0,0.0,0.6658816637634478,0.0,1.0,340703.5855294606,0.0,1.0,0.3573587181670979,0.7336379730887008,0.0,0.6902837900551638
scerne,2,40.22567970500551,12.251373677171252,1.0,0.5,0.0,0.0,0.0,0.5,1.0,210608.54992623482,0.5,1.0,0.1641711226085462,0.0,0.0,0.0
scerne di pineto,2,41.26931351608659,13.32042341357333,0.0,0.0,0.0,0.0,0.0,1.0,1.0,354907.79856114404,1.0,1.0,0.3784515888494311,0.0,0.0,0.0
schalders,1,43.09624682778446,10.604647832752908,0.0,0.0,0.0,0.0,0.5361265204605968,1.0,1.0,127128.36105918216,1.0,1.0,0.040205308776986,0.590679688590339,0.3432064396482294,0.3432064396482294
scheggino,1,43.87928418031418,11.815158165534555,1.0,1.0,1.0,1.0,0.8192469569542452,0.0,0.0,381285.4288653899,0.0,0.0,0.4176216536515295,0.9026088412798114,0.0,0.0
schenna,1,40.35312999433967,10.80776345804793,0.0,0.0,1.0,1.0,0.0,1.0,0.0,222663.52520279703,1.0,0.0,0.1820724335801625,0.0,0.0,0.0
schio,1,43.78864585160099,13.539420470784018,1.0,1.0,1.0,1.0,0.0,0.0,0.0,311974.6415522358,0.0,0.0,0.31469701640298564,0.0,0.0,0.0
schlanders,2,42.476555083725444,12.567885406103638,1.0,0.5,2.0,1.0,0.7502095268968295,0.5,0.0,339886.19866902684,0.5,0.0,0.35614492087286487,0.8265465572272382,0.4993746507763633,0.0
schlinig,1,42.59893139502956,13.60483494336645,0.0,0.0,0.0,0.0,0.7141295024049067,1.0,1.0,185081.98174408573,1.0,1.0,0.12626486194990708,0.7867952358173005,0.5123386230921344,0.5123386230921344
sciarborasca,1,40.11334980153354,13.314121038326034,1.0,1.0,0.0,0.0,0.0,0.0,1.0,256994.4852259764,0.0,1.0,0.23305297706779066,0.0,0.0,0.0
scicli,2,42.19576541485851,12.980491687154469,2.0,1.0,1.0,0.5,0.7625336205624631,0.0,0.5,357571.48177618417,0.0,0.5,0.3824070861000158,0.8401246801716518,0.0,0.5118132562449708
scigliano,2,42.53556659548943,11.764852666859696,1.0,0.5,1.0,0.5,0.5234107949762571,0.5,0.5,324662.5676856116,0.5,0.5,0.33353824221122547,0.5766700836134443,0.4556319573110265,0.4556319573110265
scillichenti,1,41.99868097491621,12.986987090050375,1.0,1.0,1.0,1.0,0.7808179105296504,0.0,0.0,355032.70225100324,0.0,0.0,0.3786370674375141,0.8602694749015134,0.0,0.0
scipione,1,42.38457059819959,12.95832470888697,1.0,1.0,1.0,1.0,0.6097013004040089,0.0,0.0,356475.2825380527,0.0,0.0,0.38077925999515494,0.671741017300101,0.0,0.0
sclaunicco,1,43.98673311173872,13.00316092471915,1.0,1.0,1.0,1.0,0.0,0.0,0.0,561906.7033245296,0.0,0.0,0.6858393420336159,0.0,0.0,0.0
scoppolise,1,41.31282467428569,13.56787965110242,1.0,1.0,1.0,1.0,0.6398445699786618,0.0,0.0,228878.2848776748,0.0,0.0,0.19130118295554693,0.7049514935700567,0.0,0.0
scorcetoli,1,43.76515980157711,12.502677319699623,1.0,1.0,0.0,0.0,0.6548858514296513,0.0,1.0,186772.2933636333,0.0,1.0,0.1287749288099601,0.7215232897868102,0.0,0.5065233451555169
scortichino,1,40.84588128019899,11.062985504746646,1.0,1.0,2.0,2.0,0.0,0.0,0.0,450700.29183395766,0.0,0.0,0.520700840422523,0.0,0.0,0.0
scorze',2,42.12745759802954,11.919974062658413,1.0,0.5,1.0,0.5,0.7466714794895466,0.5,0.5,316884.86167919496,0.5,0.5,0.32198855997028625,0.8226484983530824,0.4840386004647983,0.4840386004647983
scurcola marsicana,1,42.45364555684283,10.6681357843683,0.0,0.0,0.0,0.0,0.0,1.0,1.0,289850.2247471221,1.0,1.0,0.28184285816476645,0.0,0.0,0.0
scurzolengo,1,43.69171106069587,10.830920328807112,1.0,1.0,0.0,0.0,0.410458605365368,0.0,1.0,110246.52755503808,0.0,1.0,0.015136244395220079,0.4522245252634532,0.0,0.24270362430484405
seccheto,1,42.50356086215531,11.35216966398816,1.0,1.0,0.0,0.0,0.793682656905231,0.0,1.0,134720.68523061968,0.0,1.0,0.0514797040264287,0.8744432642831563,0.0,0.39979479877288854
secchiano marecchia,1,42.49186633425393,12.526240880370082,0.0,0.0,1.0,1.0,0.7933089166759055,1.0,0.0,152876.2445983119,1.0,0.0,0.07844021673163472,0.874031494385853,0.45359373960872545,0.0
secugnago,1,41.58618394789446,11.799111766262811,1.0,1.0,1.0,1.0,0.0,0.0,0.0,129907.82623086844,0.0,0.0,0.04433273908950358,0.0,0.0,0.0
sedena,1,41.89523373984056,11.658083317560724,0.0,0.0,1.0,1.0,0.0,1.0,0.0,342112.0105083079,1.0,0.0,0.3594501910194361,0.0,0.0,0.0
segezia,1,42.38824808377155,11.367461487746777,0.0,0.0,1.0,1.0,0.0,1.0,0.0,298973.1724179945,1.0,0.0,0.2953901877517121,0.0,0.0,0.0
seghe di velo,1,40.81597841443755,13.305858437968732,1.0,1.0,0.0,0.0,0.0,0.0,1.0,366954.1971913388,0.0,1.0,0.396340163734063,0.0,0.0,0.0
segromigno in monte,1,43.45987423772192,12.145398511598223,1.0,1.0,0.0,0.0,0.7731037999299234,0.0,1.0,160397.287425087,0.0,1.0,0.0896087611196694,0.8517704205311316,0.0,0.4696449456193348
segromigno in piano,2,42.71281811952264,12.410649891618476,1.0,0.5,0.0,0.0,0.7837532558345236,0.5,1.0,338881.8890873289,0.5,1.0,0.35465354841283975,0.8635035041547166,0.5031287282043112,0.7115314710460636
seiano,1,40.68875411022305,10.26891454228324,1.0,1.0,1.0,1.0,0.0,0.0,0.0,587796.693398657,0.0,0.0,0.7242852743342904,0.0,0.0,0.0
seit,1,41.53286146378901,10.865331110523307,0.0,0.0,0.0,0.0,0.0,1.0,1.0,261992.3222688893,1.0,1.0,0.24047462937632705,0.0,0.0,0.0
selegas,1,40.54754252027523,13.60007456739242,1.0,1.0,1.0,1.0,0.0,0.0,0.0,254088.87105790016,0.0,0.0,0.22873821892080423,0.0,0.0,0.0
seluci,1,41.47227882086919,12.685336124412022,0.0,0.0,0.0,0.0,0.3568804506105097,1.0,1.0,366949.4657746816,1.0,1.0,0.39633313770879347,0.3931945639426521,0.6285496901641855,0.6285496901641855
selva dei molini,3,41.943988454354546,11.463062819209107,1.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.6666666666666667,0.6666666666666667,219425.32462334182,0.6666666666666667,0.6666666666666667,0.1772637936425925,0.0,0.0,0.0
selva di cadore,1,41.48445175372051,13.68306643385343,1.0,1.0,0.0,0.0,0.4366192915251446,0.0,1.0,217710.11614592405,0.0,1.0,0.17471675562459635,0.4810471732102304,0.0,0.511844334282227
selva di fasano,1,40.5736744489451,10.670977624558413,1.0,1.0,1.0,1.0,0.0,0.0,0.0,313695.78357882134,0.0,0.0,0.3172528655803895,0.0,0.0,0.0
selva di grigno,1,43.015847614387134,13.219627107365756,1.0,1.0,0.0,0.0,0.5887321242722134,0.0,1.0,133181.56673242763,0.0,1.0,0.04919415484642571,0.6486381377468123,0.0,0.37151345505775407
selva malvezzi,1,40.66207894241964,10.577005256466366,0.0,0.0,0.0,0.0,0.0,1.0,1.0,298243.59255389764,1.0,1.0,0.2943067814629228,0.0,0.0,0.0
selva piana,1,43.909119730265786,13.175272415632158,1.0,1.0,1.0,1.0,0.0,0.0,0.0,598121.2265267458,0.0,0.0,0.7396169257000142,0.0,0.0,0.0
selvacava,1,40.15199134921897,12.422117099565089,0.0,0.0,0.0,0.0,0.0,1.0,1.0,155202.2318388133,1.0,1.0,0.08189424462907739,0.0,0.0,0.0
selvapiana,1,42.170280813632274,11.760875891884009,0.0,0.0,1.0,1.0,0.3864364127095818,1.0,0.0,164699.88475583645,1.0,0.0,0.09599800133264118,0.42575797168765445,0.41736037602661713,0.0
selvino,1,40.6605948484399,13.826640353696853,1.0,1.0,0.0,0.0,0.0,0.0,1.0,562608.5722412785,0.0,1.0,0.6868815983179951,0.0,0.0,0.0
semivicoli,1,41.55518047584561,10.476400230437422,0.0,0.0,1.0,1.0,0.0,1.0,0.0,522057.2636465192,1.0,0.0,0.6266640060951284,0.0,0.0,0.0
senale,1,40.5873926762937,12.204125410720629,0.0,0.0,0.0,0.0,0.0,1.0,1.0,230561.4077576676,1.0,1.0,0.19380057473254822,0.0,0.0,0.0
seneghe,1,40.14187834136666,13.452749393472224,1.0,1.0,1.0,1.0,0.0,0.0,0.0,194234.8627521573,0.0,0.0,0.13985664172985,0.0,0.0,0.0
sennariolo,1,41.57298585916815,10.86893389836974,1.0,1.0,1.0,1.0,0.0,0.0,0.0,236625.20199093287,0.0,0.0,0.20280514452611906,0.0,0.0,0.0
senorbi',1,40.27512263079064,11.448223400689963,0.0,0.0,1.0,1.0,0.0,1.0,0.0,117565.32384385228,1.0,0.0,0.026004458165737005,0.0,0.0,0.0
sergnano,1,40.49927067616737,13.186384965631632,1.0,1.0,0.0,0.0,0.0,0.0,1.0,156236.73039676418,0.0,1.0,0.08343044689915358,0.0,0.0,0.0
serina,1,42.29068233276448,12.868747558901086,0.0,0.0,0.0,0.0,0.7965274328351427,1.0,1.0,161022.38335003826,1.0,1.0,0.0905370115957528,0.8775775083398502,0.4739198980697835,0.4739198980697835
sermoneta,1,40.39217815244376,12.107268664201651,1.0,1.0,1.0,1.0,0.0,0.0,0.0,275836.3641749765,0.0,0.0,0.2610326557164382,0.0,0.0,0.0
sernaglia della battaglia,1,41.3424369769636,13.060426366532525,1.0,1.0,0.0,0.0,0.8305371417034222,0.0,1.0,256621.4909078756,0.0,1.0,0.2324990906328719,0.9150478506502897,0.0,0.6341837922468859
sernio,1,40.16200274592768,12.450674118957917,0.0,0.0,0.0,0.0,0.0,1.0,1.0,298924.25203243084,1.0,1.0,0.2953175423074258,0.0,0.0,0.0
serole,1,40.42728397185597,10.955380641614427,1.0,1.0,1.0,1.0,0.0,0.0,0.0,361972.9971557668,0.0,0.0,0.38894321692970346,0.0,0.0,0.0
serpiano,1,41.36241666632517,10.286847555390604,1.0,1.0,0.0,0.0,0.0,0.0,1.0,232891.80829528737,0.0,1.0,0.19726115625638277,0.0,0.0,0.0
serra,2,41.91514447671014,13.733637232121074,1.0,0.5,1.0,0.5,0.7118947786934263,0.5,0.5,134360.08195263572,0.5,0.5,0.05094421794964465,0.7843331194033454,0.2757487693493583,0.2757487693493583
serra de' conti,1,41.57422134442526,10.52286929435903,0.0,0.0,0.0,0.0,0.0,1.0,1.0,237939.9845011868,1.0,1.0,0.2047575608551561,0.0,0.0,0.0
serra di pratola serra,1,43.703723452277984,11.247833990880148,1.0,1.0,0.0,0.0,0.6213571285776937,0.0,1.0,270659.2284706343,0.0,1.0,0.25334474976395777,0.6845828758785195,0.0,0.6140429915575666
serra pedace,1,41.92980588152447,12.389397203911413,1.0,1.0,1.0,1.0,0.3783466097875879,0.0,0.0,580146.860113682,0.0,0.0,0.7129254796127195,0.41684499669321606,0.0,0.0
serra san quirico stazione,2,40.24614774501394,11.891335788255244,2.0,1.0,1.0,0.5,0.0,0.0,0.5,319050.0711234496,0.0,0.5,0.32520383720570634,0.0,0.0,0.0
serradarce,1,43.69860442162072,10.450016532952366,0.0,0.0,1.0,1.0,0.4421425017081867,1.0,0.0,243987.55386925547,1.0,0.0,0.213738037164444,0.4871323936692658,0.5451222981506487,0.0
serramazzoni,1,43.21218209870352,11.494601185491938,1.0,1.0,0.0,0.0,0.6425117551814411,0.0,1.0,289102.2378602651,0.0,1.0,0.2807321179469618,0.707890076283027,0.0,0.6375008900819559
serrara,1,43.97400624158284,10.929342183696072,0.0,0.0,0.0,0.0,0.7542585675442657,1.0,1.0,180863.6902351936,1.0,1.0,0.12000081359333994,0.8310076050908329,0.510124587760835,0.510124587760835
serrara fontana,1,41.19087939223407,12.242972784061667,1.0,1.0,1.0,1.0,0.0,0.0,0.0,284202.35243160976,0.0,0.0,0.2734559211260369,0.0,0.0,0.0
serrastretta,1,43.00471219123367,10.28403065813302,1.0,1.0,0.0,0.0,0.0,0.0,1.0,475155.1439398437,0.0,1.0,0.5570156318069143,0.0,0.0,0.0
serravalle,1,41.96407905067564,11.282934329246284,1.0,1.0,0.0,0.0,0.0,0.0,1.0,511127.2666196097,0.0,1.0,0.6104332572790806,0.0,0.0,0.0
serravalle d'asti,1,42.70748910331031,10.256378844144702,1.0,1.0,0.0,0.0,0.0,0.0,1.0,211485.49172365488,0.0,1.0,0.1654733573671812,0.0,0.0,0.0
serravalle di carda,1,42.167523815090725,10.68085853952802,0.0,0.0,0.0,0.0,0.0,1.0,1.0,113471.3083516983,1.0,1.0,0.019924956319710554,0.0,0.0,0.0
serravalle di chienti,1,43.87694398906844,12.823448243585023,0.0,0.0,1.0,1.0,0.5454161306285085,1.0,0.0,168313.37141783384,1.0,0.0,0.10136393091309985,0.6009145563532572,0.4544933970817533,0.0
serravalle langhe,1,42.4084073205094,11.819841269572043,0.0,0.0,0.0,0.0,0.2751897520149005,1.0,1.0,199794.35973555007,1.0,1.0,0.1481123437999299,0.3031914871209225,0.44414090890039326,0.44414090890039326
serravalle scrivia,1,42.12940450606855,13.40942184154994,1.0,1.0,1.0,1.0,0.5342187496016387,0.0,0.0,314440.9389037387,0.0,0.0,0.3183594010055957,0.5885777938810398,0.0,0.0
serravalle sesia,1,40.04324433454079,13.306204296765856,0.0,0.0,1.0,1.0,0.0,1.0,0.0,333732.0291421493,1.0,0.0,0.3470061462221302,0.0,0.0,0.0
serrazzano,1,43.75411913389252,10.724733116200332,0.0,0.0,0.0,0.0,0.7379980099484911,1.0,1.0,598331.3666924152,1.0,1.0,0.739928978140353,0.8130924661629437,0.8765667607102403,0.8765667607102403
serrone,1,40.616302929892335,12.58614039512293,0.0,0.0,0.0,0.0,0.0,1.0,1.0,143914.33654067796,1.0,1.0,0.06513202659783549,0.0,0.0,0.0
sersale,1,43.76071933891696,13.568297404374484,1.0,1.0,1.0,1.0,0.0,0.0,0.0,193573.39127513365,0.0,0.0,0.1388743745466002,0.0,0.0,0.0
sessant,1,40.9097930162592,10.01248660542564,1.0,1.0,1.0,1.0,0.0,0.0,0.0,114953.05974221292,0.0,0.0,0.022125316902431837,0.0,0.0,0.0
sesta godano,1,42.85942389680164,12.912417969470969,1.0,1.0,1.0,1.0,0.7649191859682386,0.0,0.0,510283.6407740903,0.0,0.0,0.6091804958044306,0.8427529870679135,0.0,0.0
sestino,1,43.26999302610267,12.031136747804483,1.0,1.0,1.0,1.0,0.7483358360997177,0.0,0.0,252560.37640844283,0.0,0.0,0.22646844586771583,0.8244822103719441,0.0,0.0
sesto ed uniti,1,40.23318881544943,13.993684935695097,0.0,0.0,0.0,0.0,0.0,1.0,1.0,255549.1471614428,1.0,1.0,0.23090668928546443,0.0,0.0,0.0
sesto fiorentino,1,42.50417788186287,10.63510514514905,1.0,1.0,0.0,0.0,0.0,0.0,1.0,123006.29150508712,0.0,1.0,0.03408414741069488,0.0,0.0,0.0
sesto ulteriano,2,40.43385168872278,10.484769227167536,2.0,1.0,1.0,0.5,0.0,0.0,0.5,268995.4596115361,0.0,0.5,0.2508740981824888,0.0,0.0,0.0
sestola,1,41.36426540420104,10.453894084962355,0.0,0.0,0.0,0.0,0.0,1.0,1.0,199978.43273856028,1.0,1.0,0.14838568721148976,0.0,0.0,0.0
sestri levante,1,42.54677165743177,10.884951279226737,0.0,0.0,1.0,1.0,0.0,1.0,0.0,207246.02616541224,1.0,0.0,0.15917786612224177,0.0,0.0,0.0
sestri ponente,1,41.15787875469015,13.560625450293578,0.0,0.0,1.0,1.0,0.0,1.0,0.0,599668.7496058169,1.0,0.0,0.7419149554544232,0.0,0.0,0.0
settefrati,1,41.8977396565887,11.335106388279192,1.0,1.0,1.0,1.0,0.0,0.0,0.0,299510.12090131274,0.0,0.0,0.29618754167033073,0.0,0.0,0.0
setteville,1,42.51687677203317,12.797251684621216,0.0,0.0,0.0,0.0,0.7011724536001457,1.0,1.0,123972.35267671903,1.0,1.0,0.03551872202028451,0.7725197518392446,0.34891458021723004,0.34891458021723004
settimello,1,40.90584241503222,13.590820905890322,0.0,0.0,0.0,0.0,0.0,1.0,1.0,103655.8236951684,1.0,1.0,0.005349228112677786,0.0,0.0,0.0
