codice_cliente,next_best_action,nba_expected_value,priority_score,nba_reason,churn_score_model,cross_sell_score,clv_stimato,potenziale_crescita,engagement_score,satisfaction_score,reclami_totali,mesi_da_ultima_visita,multi_polizza_flag,valore_atteso_euro
14305,Engagement (riattivazione soft),71.48244571650322,71.48244571650322,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.01,0.96,7660,73.7,72.2,82.6,0,1.5,1,71
16672,Retention (anti-churn),71.38219230241312,71.38219230241312,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.01,0.97,10851,73.2,70.4,89.4,0,2.0,1,71
11772,Retention (anti-churn),71.42308808084357,71.42308808084357,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.06,0.62,1234,68.8,37.3,78.3,0,8.0,0,71
17531,Engagement (riattivazione soft),71.24577450864547,71.24577450864547,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.0,0.97,6976,63.0,71.5,77.4,1,1.3,1,71
12038,Engagement (riattivazione soft),71.13230332315608,71.13230332315608,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.0,0.93,10178,65.6,71.5,91.1,0,1.2,1,71
10673,Retention (anti-churn),69.56632130951438,69.56632130951438,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.83,4151,68.7,60.1,79.6,1,19.7,1,70
19121,Engagement (riattivazione soft),69.70772113718112,69.70772113718112,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.0,0.82,8581,64.7,70.1,89.8,0,3.5,1,70
14044,Retention (anti-churn),69.93521273106981,69.93521273106981,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.0,0.98,25847,64.6,69.8,85.8,0,10.5,1,70
18935,Engagement (riattivazione soft),69.91079422554363,69.91079422554363,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.01,0.95,10165,55.8,70.4,84.4,0,3.3,1,70
13363,Engagement (riattivazione soft),70.22408775939867,70.22408775939867,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.01,0.98,7681,51.4,70.8,80.0,0,2.1,1,70
10825,Engagement (riattivazione soft),70.16189132067923,70.16189132067923,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.0,0.94,16345,75.3,70.5,87.1,0,3.2,1,70
11839,Retention (anti-churn),69.74510627388314,69.74510627388314,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.06,0.62,1081,74.9,47.9,73.2,1,7.9,0,70
19215,Engagement (riattivazione soft),69.80055159963925,69.80055159963925,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.01,0.98,7190,48.7,70.4,89.3,0,1.7,1,70
18904,Retention (anti-churn),70.3521097480707,70.3521097480707,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.01,0.82,6204,44.2,53.3,88.4,0,8.8,1,70
15021,Retention (anti-churn),70.3670275251666,70.3670275251666,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.89,3910,70.7,50.0,74.4,1,5.1,1,70
13839,Retention (anti-churn),70.28940802991839,70.28940802991839,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.18,0.44,395,64.0,45.6,74.6,1,23.0,0,70
16461,Engagement (riattivazione soft),70.44669321741358,70.44669321741358,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.0,0.95,13316,62.8,70.7,91.9,0,3.5,1,70
16420,Engagement (riattivazione soft),70.23305276067794,70.23305276067794,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.01,0.97,9268,63.4,70.8,73.0,1,0.8,1,70
18395,Retention (anti-churn),68.93754826722197,68.93754826722197,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.79,3317,56.3,51.4,58.1,1,7.8,1,69
9691,Retention (anti-churn),68.59261337243746,68.59261337243746,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.0,0.98,15107,70.4,63.5,78.0,0,5.0,1,69
18388,Engagement (riattivazione soft),68.91322112290221,68.91322112290221,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.0,0.96,15617,71.0,69.2,75.3,0,8.2,1,69
18255,Engagement (riattivazione soft),69.40508887309792,69.40508887309792,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.01,0.94,9995,70.3,69.9,82.9,0,8.6,1,69
12185,Retention (anti-churn),68.89002640016572,68.89002640016572,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.06,0.31,1088,71.5,30.9,81.5,0,15.3,0,69
15624,Retention (anti-churn),67.67093693793284,67.67093693793284,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.01,0.69,7908,57.9,44.6,80.3,0,11.0,1,68
12079,Retention (anti-churn),68.47339371627037,68.47339371627037,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.01,0.65,5583,53.9,44.6,89.0,0,11.3,1,68
18546,Retention (anti-churn),68.40936938510355,68.40936938510355,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.14,2799,62.5,35.5,92.6,0,23.0,1,68
12762,Retention (anti-churn),68.42223883653347,68.42223883653347,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.01,0.83,5373,57.8,52.0,86.9,0,9.8,1,68
11582,Cross-sell (nuova polizza),67.8674535572094,67.8674535572094,Cliente con alta propensione all’acquisto e potenziale di crescita. Opportunità di cross-selling mirata.,0.09,0.88,310,77.6,57.0,75.9,1,15.0,0,68
15187,Retention (anti-churn),67.85575810215074,67.85575810215074,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.68,3865,59.2,48.3,86.6,0,11.1,1,68
18154,Retention (anti-churn),67.94341304045408,67.94341304045408,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.1,2684,61.8,40.0,96.0,0,10.4,1,68
17416,Retention (anti-churn),67.8497733527772,67.8497733527772,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.76,3841,75.6,42.6,77.6,1,14.0,1,68
13481,Engagement (riattivazione soft),68.04575234758475,68.04575234758475,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.01,0.98,8381,73.1,68.6,68.6,1,5.8,1,68
18275,Engagement (riattivazione soft),68.24226675257155,68.24226675257155,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.0,0.97,13268,59.6,68.5,88.8,0,6.8,1,68
15586,Retention (anti-churn),67.94829470736114,67.94829470736114,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.43,3555,69.9,47.7,93.8,0,10.6,1,68
19286,Retention (anti-churn),67.91196935692162,67.91196935692162,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.01,0.8,7639,72.6,61.3,92.6,0,11.9,1,68
18405,Engagement (riattivazione soft),68.02392869401952,68.02392869401952,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.01,0.96,8367,73.8,68.5,77.2,1,13.9,1,68
13685,Retention (anti-churn),66.77573508986114,66.77573508986114,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.01,0.42,10154,57.5,30.8,75.6,0,4.4,1,67
18343,Engagement (riattivazione soft),67.20656170367282,67.20656170367282,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.0,0.97,15645,67.8,67.5,77.5,0,6.2,1,67
9528,Retention (anti-churn),66.83836604318097,66.83836604318097,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.27,3470,54.8,32.7,82.4,0,16.4,1,67
14239,Engagement (riattivazione soft),67.09423241790444,67.09423241790444,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.0,0.96,19107,66.8,67.2,91.6,0,6.5,1,67
15878,Retention (anti-churn),66.86918070776795,66.86918070776795,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.01,0.34,6474,55.8,28.8,72.9,1,10.1,1,67
12457,Retention (anti-churn),66.50344592522045,66.50344592522045,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.05,0.07,1267,68.3,24.5,91.0,0,8.5,0,67
17026,Retention (anti-churn),67.19091846741657,67.19091846741657,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.01,0.52,5052,42.9,44.5,76.9,1,9.0,1,67
12522,Cross-sell (nuova polizza),66.6947580428037,66.6947580428037,Cliente con alta propensione all’acquisto e potenziale di crescita. Opportunità di cross-selling mirata.,0.03,0.83,332,81.0,49.2,87.7,0,5.0,0,67
17234,Engagement (riattivazione soft),65.58192326981627,65.58192326981627,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.01,0.81,7044,55.3,66.2,91.3,0,7.8,1,66
15651,Engagement (riattivazione soft),66.16670609256343,66.16670609256343,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.01,0.89,6355,62.6,66.8,93.6,0,9.3,1,66
11919,Engagement (riattivazione soft),65.74646420244618,65.74646420244618,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.01,0.93,5281,72.7,66.2,75.7,0,9.1,1,66
18996,Engagement (riattivazione soft),66.0866935149589,66.0866935149589,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.01,0.93,4383,51.6,66.7,88.6,0,7.4,1,66
12919,Cross-sell (nuova polizza),66.06390083079934,66.06390083079934,Cliente con alta propensione all’acquisto e potenziale di crescita. Opportunità di cross-selling mirata.,0.04,0.92,1097,72.0,62.0,91.8,0,7.6,0,66
12384,Retention (anti-churn),66.06224779174246,66.06224779174246,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.33,2684,56.7,41.1,85.6,0,15.8,1,66
19282,Retention (anti-churn),66.31240356768858,66.31240356768858,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.01,0.9,5864,72.7,62.8,95.3,0,3.8,1,66
12248,Engagement (riattivazione soft),65.77550558865755,65.77550558865755,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.01,0.92,7381,65.2,66.3,80.9,0,10.5,1,66
18671,Retention (anti-churn),64.81678844816665,64.81678844816665,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.07,0.75,941,62.1,46.8,80.0,0,9.7,0,65
17109,Retention (anti-churn),65.37210610146506,65.37210610146506,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.01,0.83,9316,62.4,61.2,90.0,0,6.8,1,65
11576,Engagement (riattivazione soft),64.84307579083172,64.84307579083172,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.01,0.87,4159,55.7,65.6,88.8,0,11.1,1,65
11457,Retention (anti-churn),64.95339108705446,64.95339108705446,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.01,0.9,10250,76.5,61.5,92.6,0,8.0,1,65
18674,Retention (anti-churn),64.91649632068085,64.91649632068085,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.71,3956,68.8,47.4,84.9,0,9.6,1,65
13687,Retention (anti-churn),65.28934734357675,65.28934734357675,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.87,3385,39.4,62.1,83.1,0,4.9,1,65
19124,Retention (anti-churn),63.6168023275484,63.6168023275484,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.83,3844,73.4,61.0,92.5,0,7.3,1,64
16749,Retention (anti-churn),63.62106424087936,63.62106424087936,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.32,3571,60.4,40.0,75.8,1,23.3,1,64
18410,Retention (anti-churn),63.84663647617563,63.84663647617563,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.79,3876,66.4,51.4,87.0,0,13.5,1,64
13446,Engagement (riattivazione soft),64.01630963122017,64.01630963122017,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.01,0.95,5645,71.7,64.7,97.4,0,10.6,1,64
13665,Cross-sell (nuova polizza),64.14402953354488,64.14402953354488,Cliente con alta propensione all’acquisto e potenziale di crescita. Opportunità di cross-selling mirata.,0.12,0.93,279,69.3,65.9,83.2,0,15.1,0,64
17805,Engagement (riattivazione soft),62.553987936659325,62.553987936659325,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.01,0.95,6804,74.7,63.1,68.4,0,6.8,1,63
13785,Cross-sell (nuova polizza),63.40301975889111,63.40301975889111,Cliente con alta propensione all’acquisto e potenziale di crescita. Opportunità di cross-selling mirata.,0.02,0.85,998,74.5,53.6,96.6,0,4.9,0,63
15456,Engagement (riattivazione soft),63.23371596229668,63.23371596229668,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.01,0.92,4273,49.6,63.9,82.4,0,11.2,1,63
11746,Engagement (riattivazione soft),62.93923967870366,62.93923967870366,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.01,0.97,6703,56.0,63.4,64.0,1,10.0,1,63
14691,Retention (anti-churn),62.99224962670764,62.99224962670764,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.01,0.88,5338,78.9,61.4,91.4,0,18.5,1,63
18167,Engagement (riattivazione soft),62.41739136922876,62.41739136922876,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.01,0.93,5101,53.9,62.9,73.9,1,6.2,1,62
16475,Retention (anti-churn),61.83676145225706,61.83676145225706,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.01,0.46,4267,57.4,35.3,82.1,0,7.2,1,62
17812,Cross-sell (nuova polizza),62.030461833343146,62.030461833343146,Cliente con alta propensione all’acquisto e potenziale di crescita. Opportunità di cross-selling mirata.,0.07,0.79,501,78.7,47.6,75.5,0,6.7,0,62
14104,Engagement (riattivazione soft),61.71815781017493,61.71815781017493,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.01,0.91,4931,56.3,62.1,93.0,0,4.7,1,62
19362,Retention (anti-churn),60.74905681554835,60.74905681554835,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.01,0.57,4162,63.6,40.1,81.5,0,10.1,1,61
16406,Retention (anti-churn),60.80516145626192,60.80516145626192,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.01,0.6,7788,58.9,46.9,87.6,0,15.4,1,61
14196,Cross-sell (nuova polizza),61.06533130315028,61.06533130315028,Cliente con alta propensione all’acquisto e potenziale di crescita. Opportunità di cross-selling mirata.,0.04,0.83,476,74.1,46.2,83.2,0,5.7,0,61
14982,Retention (anti-churn),60.624952068878095,60.624952068878095,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.0,0.78,12912,76.6,52.4,80.0,0,10.5,1,61
17133,Retention (anti-churn),60.75387012417942,60.75387012417942,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.0,0.89,16052,53.0,59.0,84.2,0,5.8,1,61
16632,Retention (anti-churn),60.6510381336982,60.6510381336982,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.01,0.62,4683,66.9,48.3,84.6,0,18.4,1,61
18001,Retention (anti-churn),60.72850835190532,60.72850835190532,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.01,0.73,6221,54.9,51.2,85.0,0,10.4,1,61
15859,Retention (anti-churn),60.69018928164422,60.69018928164422,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.24,2218,71.5,28.4,92.3,0,9.3,0,61
12323,Retention (anti-churn),60.66248975908947,60.66248975908947,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.01,0.88,10231,52.5,60.8,94.0,0,11.7,1,61
15866,Engagement (riattivazione soft),59.65476143636788,59.65476143636788,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.0,0.92,11860,67.8,60.0,84.8,0,4.1,1,60
17037,Retention (anti-churn),59.69678966927886,59.69678966927886,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.01,0.42,6443,71.8,33.2,89.3,0,5.5,1,60
14187,Engagement (riattivazione soft),59.810164853257774,59.810164853257774,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.01,0.83,3174,68.0,60.3,90.6,0,4.4,1,60
10106,Retention (anti-churn),60.47009896446944,60.47009896446944,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.01,0.67,8709,42.2,45.8,78.8,0,4.7,1,60
10383,Cross-sell (nuova polizza),59.52220503786933,59.52220503786933,Cliente con alta propensione all’acquisto e potenziale di crescita. Opportunità di cross-selling mirata.,0.04,0.78,128,76.6,48.1,74.8,1,5.6,0,60
12319,Retention (anti-churn),60.38515277685354,60.38515277685354,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.08,0.36,787,84.8,24.9,68.4,0,5.2,0,60
9848,Cross-sell (nuova polizza),59.637311887229885,59.637311887229885,Cliente con alta propensione all’acquisto e potenziale di crescita. Opportunità di cross-selling mirata.,0.08,0.76,108,78.9,61.0,92.2,0,10.7,0,60
13425,Engagement (riattivazione soft),59.867157633517984,59.867157633517984,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.0,0.93,10895,76.6,60.2,79.6,0,6.5,1,60
15728,Retention (anti-churn),60.05411666299455,60.05411666299455,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.01,0.38,5934,59.5,40.4,85.2,0,19.4,1,60
16269,Engagement (riattivazione soft),59.53069926882288,59.53069926882288,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.01,0.87,6993,74.7,60.0,80.8,0,15.8,1,60
17947,Engagement (riattivazione soft),58.56208231493721,58.56208231493721,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.0,0.93,9979,50.4,58.9,78.3,1,7.3,1,59
15812,Engagement (riattivazione soft),58.635029457638076,58.635029457638076,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.0,0.95,9220,51.3,58.9,82.5,0,8.0,1,59
11895,Engagement (riattivazione soft),58.728716668670586,58.728716668670586,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.01,0.88,3185,67.2,59.6,90.8,0,6.0,1,59
13197,Retention (anti-churn),59.19368517282281,59.19368517282281,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.06,0.83,1003,66.0,49.3,78.8,0,4.3,0,59
18693,Engagement (riattivazione soft),59.403971554258305,59.403971554258305,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.01,0.9,8981,68.4,59.8,80.9,0,12.9,1,59
17216,Retention (anti-churn),58.56982749034803,58.56982749034803,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.62,2978,60.2,38.7,75.1,0,3.8,1,59
14947,Engagement (riattivazione soft),59.285516421888296,59.285516421888296,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.01,0.8,5117,67.8,59.8,92.0,0,14.8,1,59
10584,Engagement (riattivazione soft),59.16853404921168,59.16853404921168,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.01,0.85,7126,69.6,59.6,85.3,0,6.0,1,59
16600,Engagement (riattivazione soft),57.70652397733653,57.70652397733653,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.01,0.92,4774,57.9,58.4,80.7,1,4.6,1,58
14663,Engagement (riattivazione soft),57.760618084346554,57.760618084346554,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.01,0.95,4769,49.1,58.4,79.0,0,8.3,1,58
10640,Retention (anti-churn),57.90952987478736,57.90952987478736,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.09,0.11,648,60.0,27.2,86.1,0,22.2,0,58
13921,Retention (anti-churn),58.1561540666568,58.1561540666568,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.01,0.43,5683,71.7,35.2,73.2,1,12.4,1,58
18754,Retention (anti-churn),57.958671172232265,57.958671172232265,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.8,3695,77.2,53.5,88.6,0,4.2,1,58
19108,Engagement (riattivazione soft),57.95518484887485,57.95518484887485,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.01,0.81,7764,70.4,58.4,80.5,0,15.4,1,58
11210,Engagement (riattivazione soft),57.70611762141286,57.70611762141286,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.01,0.88,3438,70.2,58.5,83.2,0,15.3,1,58
11486,Engagement (riattivazione soft),57.08071513079926,57.08071513079926,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.0,0.89,9412,55.3,57.3,82.4,1,3.8,1,57
18918,Retention (anti-churn),56.700947384276354,56.700947384276354,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.01,0.85,7754,63.2,47.8,67.7,1,7.8,1,57
11587,Engagement (riattivazione soft),56.74639678445018,56.74639678445018,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.01,0.89,5261,63.0,57.4,79.8,1,5.3,1,57
16048,Retention (anti-churn),57.41034574933548,57.41034574933548,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.01,0.38,5461,61.6,42.3,84.1,0,13.6,1,57
15673,Retention (anti-churn),57.28787279723692,57.28787279723692,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.14,3056,71.2,28.1,91.5,0,21.7,1,57
18842,Engagement (riattivazione soft),56.029467735932734,56.029467735932734,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.09,0.84,24,59.8,61.9,80.9,0,5.5,0,56
14963,Engagement (riattivazione soft),56.01610178956231,56.01610178956231,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.01,0.69,6051,55.0,56.5,88.8,0,5.9,1,56
16889,Retention (anti-churn),56.22672642060238,56.22672642060238,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.05,0.54,1220,66.7,39.0,72.3,1,6.9,0,56
14770,Engagement (riattivazione soft),55.53858062402469,55.53858062402469,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.01,0.82,4569,63.1,56.0,90.4,0,7.6,1,56
13554,Engagement (riattivazione soft),55.69299597229455,55.69299597229455,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.0,0.88,7680,61.2,56.0,80.6,0,8.0,1,56
12900,Retention (anti-churn),55.382302364179075,55.382302364179075,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.07,0.27,750,73.2,35.4,86.0,0,13.3,0,55
11394,Engagement (riattivazione soft),54.714970056822615,54.714970056822615,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.07,0.83,325,60.0,58.9,85.4,0,7.0,0,55
19020,Retention (anti-churn),54.6261725368745,54.6261725368745,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.07,0.58,736,66.9,39.8,73.0,0,4.7,0,55
13142,Engagement (riattivazione soft),54.61241656450569,54.61241656450569,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.0,0.94,16643,67.7,54.8,87.4,0,5.0,1,55
14035,Retention (anti-churn),55.31778205917109,55.31778205917109,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.01,0.26,3933,53.6,44.2,94.9,0,17.4,1,55
15514,Retention (anti-churn),55.24471840586096,55.24471840586096,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.53,2205,71.8,44.4,71.6,1,13.3,1,55
11891,Retention (anti-churn),55.29950122637093,55.29950122637093,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.24,3663,50.5,33.2,85.7,0,9.1,1,55
18683,Engagement (riattivazione soft),55.17285239832157,55.17285239832157,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.0,0.71,7829,73.5,55.4,92.1,0,12.7,1,55
12655,Engagement (riattivazione soft),55.04581055798238,55.04581055798238,Relazione da rafforzare prima di azioni commerciali. Consigliato engagement leggero.,0.01,0.74,7393,56.2,55.5,92.4,0,13.2,1,55
17808,Retention (anti-churn),55.168168468874796,55.168168468874796,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.73,2905,73.7,51.4,69.7,1,21.2,1,55
12595,Retention (anti-churn),54.25724814161615,54.25724814161615,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.01,0.62,4378,68.1,34.7,79.3,0,5.3,1,54
19115,Retention (anti-churn),53.89755226539105,53.89755226539105,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.72,3087,64.9,51.7,92.4,0,13.0,1,54
13155,Retention (anti-churn),54.09672691248381,54.09672691248381,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.01,0.85,4638,58.1,50.0,73.1,1,7.5,1,54
16067,Retention (anti-churn),53.76994923185544,53.76994923185544,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.01,0.47,7052,44.0,37.7,81.2,0,15.1,1,54
13325,Retention (anti-churn),53.840169091227864,53.840169091227864,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.01,0.68,6653,86.5,49.4,96.9,0,8.3,1,54
18879,Retention (anti-churn),53.78943608347882,53.78943608347882,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.07,0.21,809,81.6,33.0,92.5,0,20.6,0,54
18841,Retention (anti-churn),53.406041894235734,53.406041894235734,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.01,0.69,8326,71.9,40.8,85.7,0,5.0,1,53
